player_id,install_date,platform,region,skill_factor,spender
P01254,2026-03-20,Xbox,LATAM,0.664,0
P01255,2026-01-12,PC,NA-East,1.041,0
P01256,2026-01-25,Xbox,NA-West,1.152,0
P01257,2026-02-25,Xbox,NA-West,1.378,0
P01258,2026-03-01,PC,NA-West,1.219,0
P01259,2026-03-31,PC,LATAM,0.62,0
P01260,2026-01-26,PS5,NA-East,0.817,1
P01261,2026-01-14,PS5,LATAM,0.622,0
P01262,2026-03-18,PC,LATAM,0.845,0
P01263,2026-03-07,Xbox,LATAM,0.595,0
P01264,2026-01-08,PS5,NA-East,0.639,0
P01265,2026-03-24,PS5,EU,0.656,0
P01266,2026-02-25,PC,LATAM,1.286,0
P01267,2026-01-30,Xbox,EU,0.535,0
P01268,2026-03-26,Xbox,LATAM,0.289,0
P01269,2026-03-28,PS5,NA-West,0.81,0
P01270,2026-02-06,PS5,NA-West,0.946,0
P01271,2026-01-21,PS5,LATAM,0.873,0
P01272,2026-01-27,PS5,EU,0.2,0
P01273,2026-01-21,Xbox,NA-East,1.316,0
P01274,2026-02-13,PC,NA-West,0.56,0
P01275,2026-02-13,Xbox,EU,1.13,0
P01276,2026-03-30,PC,NA-East,1.334,0
P01277,2026-02-26,PC,NA-East,1.272,0
P01278,2026-03-20,Xbox,NA-East,1.17,0
P01279,2026-01-22,PS5,NA-West,0.515,0
P01280,2026-04-01,Xbox,NA-East,0.612,1
P01281,2026-02-16,PC,LATAM,0.903,0
P01282,2026-01-01,PS5,EU,1.019,1
P01283,2026-01-11,PS5,EU,0.944,0
P01284,2026-02-01,PS5,NA-West,1.339,1
P01285,2026-02-24,PS5,EU,0.693,0
P01286,2026-02-26,Xbox,NA-East,1.03,1
P01287,2026-02-10,PS5,NA-East,0.509,0
P01288,2026-01-05,Xbox,NA-East,0.732,0
P01289,2026-03-26,PS5,LATAM,1.667,0
P01290,2026-03-31,Xbox,EU,0.719,0
P01291,2026-01-02,Xbox,NA-West,1.35,0
P01292,2026-02-27,Xbox,LATAM,0.547,0
P01293,2026-03-25,PS5,NA-East,0.808,1
P01294,2026-02-12,PC,EU,0.57,1
P01295,2026-03-07,Xbox,NA-West,0.597,1
P01296,2026-03-11,PS5,LATAM,0.783,0
P01297,2026-01-15,PS5,EU,0.924,0
P01298,2026-03-25,Xbox,NA-East,1.356,0
P01299,2026-01-31,Xbox,NA-West,1.358,0
P01300,2026-02-06,Xbox,NA-West,0.679,0
P01301,2026-03-08,Xbox,NA-West,0.987,0
P01302,2026-02-16,PS5,LATAM,0.811,1
P01303,2026-01-08,PC,LATAM,0.835,1
P01304,2026-03-28,Xbox,LATAM,0.54,0
P01305,2026-03-16,PS5,LATAM,0.633,0
P01306,2026-02-23,PC,LATAM,1.087,0
P01307,2026-01-17,Xbox,NA-East,1.412,0
P01308,2026-02-28,Xbox,EU,0.428,0
P01309,2026-01-16,PC,EU,0.712,0
P01310,2026-01-06,PS5,EU,0.827,0
P01311,2026-03-04,Xbox,LATAM,1.191,1
P01312,2026-02-09,Xbox,LATAM,1.187,1
P01313,2026-03-12,PS5,LATAM,0.589,0
P01314,2026-03-14,PS5,LATAM,0.696,0
P01315,2026-03-19,Xbox,LATAM,1.128,0
P01316,2026-03-27,PS5,NA-East,0.333,0
P01317,2026-03-27,PS5,EU,0.753,0
P01318,2026-03-27,Xbox,NA-East,1.44,0
P01319,2026-04-01,Xbox,EU,1.488,0
P01320,2026-01-16,Xbox,NA-East,0.909,0
P01321,2026-03-08,PC,NA-East,1.148,0
P01322,2026-03-10,PC,NA-West,1.029,0
P01323,2026-03-16,Xbox,EU,0.404,0
P01324,2026-01-06,PS5,LATAM,0.2,0
P01325,2026-01-04,PS5,NA-East,1.194,0
P01326,2026-01-13,PC,EU,0.723,0
P01327,2026-01-20,PC,NA-East,0.875,0
P01328,2026-02-11,PS5,LATAM,1.231,1
P01329,2026-01-19,PS5,NA-East,0.735,1
P01330,2026-01-31,PS5,LATAM,1.006,0
P01331,2026-02-04,PS5,NA-East,1.363,0
P01332,2026-02-22,PC,EU,0.482,0
P01333,2026-03-17,Xbox,NA-West,0.881,0
P01334,2026-02-22,Xbox,NA-West,0.361,0
P01335,2026-01-19,PC,LATAM,0.289,0
P01336,2026-03-13,PS5,EU,0.985,0
P01337,2026-01-22,PS5,EU,1.815,0
P01338,2026-03-29,Xbox,NA-West,0.762,0
P01339,2026-03-07,Xbox,NA-East,0.959,0
P01340,2026-02-20,Xbox,EU,0.79,0
P01341,2026-01-27,PS5,EU,0.324,0
P01342,2026-04-01,PS5,EU,0.749,0
P01343,2026-03-18,PC,NA-East,0.633,0
P01344,2026-01-01,PS5,LATAM,1.426,0
P01345,2026-03-10,Xbox,NA-East,1.625,0
P01346,2026-03-27,PS5,EU,0.831,0
P01347,2026-03-31,PS5,NA-West,1.18,0
P01348,2026-01-29,Xbox,EU,0.975,0
P01349,2026-03-20,PC,NA-West,0.551,0
P01350,2026-02-16,Xbox,NA-West,1.397,1
P01351,2026-03-23,Xbox,LATAM,0.439,1
P01352,2026-01-25,Xbox,NA-West,0.757,0
P01353,2026-01-17,Xbox,NA-West,0.995,0
P01354,2026-02-05,Xbox,EU,1.188,0
P01355,2026-02-28,Xbox,NA-East,1.369,0
P01356,2026-02-11,PS5,NA-East,0.2,0
P01357,2026-03-01,PC,NA-West,0.578,1
P01358,2026-02-23,PS5,NA-West,0.701,0
P01359,2026-03-15,PC,LATAM,1.378,0
P01360,2026-02-01,PC,NA-East,1.102,1
P01361,2026-02-25,Xbox,EU,1.167,0
P01362,2026-02-01,PS5,NA-East,1.201,0
P01363,2026-03-08,Xbox,LATAM,1.23,0
P01364,2026-03-22,PC,NA-East,0.829,0
P01365,2026-03-30,PS5,NA-East,1.168,0
P01366,2026-03-22,PC,NA-East,0.852,0
P01367,2026-02-18,PS5,NA-West,0.605,0
P01368,2026-03-26,PS5,LATAM,0.726,0
P01369,2026-03-21,Xbox,NA-East,1.408,0
P01370,2026-02-12,PC,NA-East,0.857,0
P01371,2026-01-25,Xbox,EU,1.15,0
P01372,2026-03-03,PC,NA-West,0.94,0
P01373,2026-01-08,Xbox,EU,1.322,1
P01374,2026-03-11,PS5,EU,1.032,0
P01375,2026-01-02,PC,NA-East,0.491,0
P01376,2026-03-13,PC,NA-West,1.231,0
P01377,2026-01-26,Xbox,LATAM,1.07,0
P01378,2026-03-01,Xbox,EU,0.746,0
P01379,2026-02-23,PC,LATAM,0.922,1
P01380,2026-01-01,PS5,NA-West,0.654,0
P01381,2026-02-12,PS5,NA-West,1.12,0
P01382,2026-01-01,PC,NA-East,0.911,1
P01383,2026-02-26,PS5,NA-East,1.159,0
P01384,2026-01-26,PS5,NA-West,1.07,0
P01385,2026-03-12,PC,EU,1.006,0
P01386,2026-01-03,Xbox,NA-East,1.093,0
P01387,2026-01-27,PS5,NA-West,0.912,0
P01388,2026-03-21,PC,NA-East,1.529,0
P01389,2026-01-17,PS5,EU,1.064,0
P01390,2026-02-24,PC,NA-West,1.259,0
P01391,2026-02-07,PC,EU,1.077,0
P01392,2026-03-07,PC,NA-East,1.715,0
P01393,2026-03-26,PS5,EU,0.841,0
P01394,2026-03-01,Xbox,LATAM,1.238,0
P01395,2026-03-05,Xbox,NA-East,0.544,0
P01396,2026-01-26,PC,EU,0.756,0
P01397,2026-02-18,PS5,EU,0.262,0
P01398,2026-01-18,Xbox,EU,1.003,0
P01399,2026-01-06,PS5,LATAM,0.524,0
P01400,2026-02-22,PS5,LATAM,0.724,1
P01401,2026-02-26,PS5,NA-East,1.051,1
P01402,2026-03-06,PS5,NA-West,0.499,1
P01403,2026-01-10,PS5,NA-West,0.719,0
P01404,2026-02-02,Xbox,EU,0.791,1
P01405,2026-03-19,Xbox,EU,2.0,1
P01406,2026-02-08,PS5,LATAM,0.936,0
P01407,2026-03-25,PC,LATAM,1.509,0
P01408,2026-01-27,Xbox,LATAM,0.584,0
P01409,2026-03-01,PC,LATAM,0.92,0
P01410,2026-03-31,Xbox,NA-East,0.673,0
P01411,2026-03-15,Xbox,NA-East,1.21,0
P01412,2026-03-26,PS5,LATAM,1.161,0
P01413,2026-02-21,PS5,EU,1.043,0
P01414,2026-03-14,PC,EU,1.174,0
P01415,2026-03-19,PS5,LATAM,1.392,0
P01416,2026-02-20,PS5,NA-East,1.319,0
P01417,2026-02-27,PC,NA-East,0.808,0
P01418,2026-01-23,PS5,NA-East,1.524,1
P01419,2026-01-09,PC,NA-West,1.293,0
P01420,2026-03-09,Xbox,NA-East,1.109,1
P01421,2026-02-22,PC,LATAM,0.2,1
P01422,2026-01-09,PC,NA-West,0.42,0
P01423,2026-02-09,PS5,NA-West,0.499,0
P01424,2026-02-09,Xbox,LATAM,0.647,0
P01425,2026-01-01,PS5,NA-West,1.38,0
P01426,2026-03-14,Xbox,NA-East,1.282,0
P01427,2026-02-06,PS5,EU,0.524,0
P01428,2026-01-23,Xbox,LATAM,0.81,0
P01429,2026-03-26,PS5,NA-East,1.184,1
P01430,2026-01-21,PS5,NA-East,0.927,0
P01431,2026-01-28,Xbox,NA-East,1.303,0
P01432,2026-01-10,PS5,LATAM,1.014,0
P01433,2026-02-02,PC,NA-East,1.028,0
P01434,2026-03-28,Xbox,LATAM,0.999,0
P01435,2026-02-20,Xbox,NA-West,1.258,0
P01436,2026-03-01,Xbox,NA-West,0.869,0
P01437,2026-02-26,PC,NA-West,1.413,0
P01438,2026-03-19,Xbox,LATAM,1.236,1
P01439,2026-03-27,PC,LATAM,1.045,0
P01440,2026-01-28,Xbox,NA-West,0.836,0
P01441,2026-01-07,Xbox,NA-East,1.331,0
P01442,2026-02-09,PC,LATAM,0.556,0
P01443,2026-02-01,PC,NA-East,0.818,0
P01444,2026-01-02,Xbox,NA-East,0.881,1
P01445,2026-01-13,PC,NA-West,1.192,0
P01446,2026-03-07,Xbox,NA-West,1.243,0
P01447,2026-03-11,PC,NA-West,0.708,1
P01448,2026-02-11,PS5,NA-East,1.164,0
P01449,2026-02-28,PS5,EU,1.096,1
P01450,2026-01-28,PS5,NA-East,0.493,0
P01451,2026-03-14,Xbox,EU,1.419,0
P01452,2026-03-31,Xbox,NA-West,0.391,1
P01453,2026-03-23,Xbox,LATAM,1.039,0
P01454,2026-01-03,PS5,NA-West,0.64,0
P01455,2026-04-01,Xbox,NA-East,1.254,0
P01456,2026-02-24,PC,NA-West,1.022,0
P01457,2026-02-07,Xbox,NA-East,1.101,1
P01458,2026-03-18,PS5,NA-West,1.378,0
P01459,2026-03-24,PS5,EU,1.023,0
P01460,2026-01-30,PC,NA-West,1.18,0
P01461,2026-03-27,Xbox,NA-West,1.628,0
P01462,2026-02-18,Xbox,NA-East,0.779,1
P01463,2026-03-04,Xbox,NA-West,1.207,0
P01464,2026-01-17,PC,NA-West,1.393,0
P01465,2026-02-24,Xbox,NA-West,0.953,0
P01466,2026-01-23,Xbox,LATAM,0.766,0
P01467,2026-01-26,PC,EU,0.916,1
P01468,2026-01-22,Xbox,LATAM,0.639,0
P01469,2026-03-03,PC,EU,1.34,0
P01470,2026-01-20,PS5,LATAM,0.794,0
P01471,2026-02-06,PC,EU,0.662,1
P01472,2026-03-02,PC,NA-East,1.261,0
P01473,2026-02-17,PS5,EU,0.203,0
P01474,2026-02-09,PS5,NA-East,0.705,0
P01475,2026-01-16,PC,LATAM,0.661,0
P01476,2026-02-14,Xbox,EU,0.595,0
P01477,2026-03-25,PC,NA-West,0.724,0
P01478,2026-02-16,Xbox,NA-West,0.642,0
P01479,2026-02-28,PC,NA-West,1.186,1
P01480,2026-01-12,PS5,NA-East,0.519,0
P01481,2026-01-25,PS5,EU,1.15,0
P01482,2026-03-06,PS5,EU,1.503,0
P01483,2026-01-12,PS5,NA-West,1.353,1
P01484,2026-01-27,PS5,NA-East,1.319,0
P01485,2026-03-04,Xbox,LATAM,1.133,0
P01486,2026-03-25,PC,EU,0.911,1
P01487,2026-01-18,PC,LATAM,1.071,0
P01488,2026-01-28,PC,NA-West,1.048,0
P01489,2026-02-22,PC,NA-West,0.28,1
P01490,2026-01-11,PS5,NA-East,0.797,0
P01491,2026-03-03,PC,NA-East,0.411,0
P01492,2026-01-01,PC,NA-East,0.687,0
P01493,2026-01-01,PS5,LATAM,0.699,0
P01494,2026-02-13,Xbox,EU,0.749,0
P01495,2026-01-31,PS5,NA-East,1.483,0
P01496,2026-02-12,Xbox,LATAM,1.01,0
P01497,2026-01-18,Xbox,EU,1.177,0
P01498,2026-02-01,Xbox,LATAM,0.671,0
P01499,2026-03-26,PS5,NA-East,1.389,1
P01500,2026-01-06,Xbox,LATAM,1.561,0
P01501,2026-03-04,PC,EU,0.61,0
P01502,2026-03-02,PC,LATAM,1.688,0
P01503,2026-01-25,Xbox,NA-East,0.833,0
P01504,2026-01-12,Xbox,LATAM,0.834,1
P01505,2026-02-27,Xbox,NA-West,1.386,0
P01506,2026-01-22,PC,NA-East,1.011,0
P01507,2026-01-04,PS5,EU,1.43,1
P01508,2026-02-02,Xbox,NA-East,0.566,0
P01509,2026-03-10,Xbox,EU,0.728,0
P01510,2026-03-15,Xbox,EU,1.049,0
P01511,2026-02-18,PS5,NA-West,0.652,0
P01512,2026-01-15,PS5,NA-West,0.957,0
P01513,2026-01-15,PS5,LATAM,0.836,0
P01514,2026-01-01,PC,LATAM,0.826,0
P01515,2026-02-10,PC,NA-West,1.083,0
P01516,2026-01-02,PC,EU,0.622,0
P01517,2026-03-05,PS5,NA-West,0.916,0
P01518,2026-03-31,Xbox,NA-East,1.3,0
P01519,2026-04-01,PC,LATAM,0.558,0
P01520,2026-02-18,PC,NA-West,1.595,0
P01521,2026-01-29,PC,LATAM,0.965,0
P01522,2026-02-08,PC,NA-East,1.511,0
P01523,2026-02-13,PS5,LATAM,0.65,0
P01524,2026-03-09,PC,LATAM,0.959,0
P01525,2026-02-11,PC,EU,1.007,0
P01526,2026-01-21,PS5,EU,0.666,0
P01527,2026-01-27,Xbox,NA-East,1.116,1
P01528,2026-03-15,PC,LATAM,1.492,0
P01529,2026-02-24,PC,NA-East,0.909,0
P01530,2026-03-02,Xbox,EU,1.049,0
P01531,2026-01-20,PC,NA-East,0.751,0
P01532,2026-03-04,PC,LATAM,0.847,0
P01533,2026-03-27,Xbox,LATAM,0.67,0
P01534,2026-03-25,PC,NA-East,0.95,1
P01535,2026-03-24,PC,LATAM,0.796,0
P01536,2026-01-13,PS5,LATAM,1.061,0
P01537,2026-01-17,Xbox,NA-West,1.103,0
P01538,2026-03-31,Xbox,LATAM,1.443,1
P01539,2026-03-16,Xbox,NA-East,0.372,0
P01540,2026-01-27,PC,NA-West,1.73,1
P01541,2026-02-27,PC,NA-West,1.056,0
P01542,2026-01-12,PC,NA-East,0.369,0
P01543,2026-03-06,PC,LATAM,0.726,0
P01544,2026-03-26,Xbox,EU,1.296,0
P01545,2026-02-26,PS5,EU,1.259,0
P01546,2026-03-07,PC,NA-West,1.04,1
P01547,2026-01-19,PC,NA-West,0.797,0
P01548,2026-02-05,PC,EU,1.338,1
P01549,2026-03-25,PC,EU,1.291,0
P01550,2026-03-30,Xbox,EU,1.147,0
P01551,2026-03-31,Xbox,NA-West,0.662,0
P01552,2026-01-20,PS5,NA-East,0.75,0
P01553,2026-02-01,PC,LATAM,1.16,1
P01554,2026-03-23,PS5,NA-West,1.65,0
P01555,2026-01-29,PC,LATAM,0.976,0
P01556,2026-01-16,PS5,LATAM,1.254,1
P01557,2026-02-14,Xbox,EU,0.785,0
P01558,2026-01-07,PS5,NA-West,1.405,1
P01559,2026-03-28,Xbox,LATAM,1.422,0
P01560,2026-01-17,Xbox,NA-West,0.97,0
P01561,2026-01-19,PC,EU,0.587,0
P01562,2026-02-01,PS5,NA-West,0.841,0
P01563,2026-02-15,PS5,LATAM,1.124,0
P01564,2026-01-30,PS5,LATAM,0.765,0
P01565,2026-01-12,PC,NA-East,0.907,0
P01566,2026-01-08,PS5,NA-East,1.248,0
P01567,2026-02-24,PC,LATAM,0.64,0
P01568,2026-03-29,Xbox,NA-East,1.732,0
P01569,2026-03-20,PC,LATAM,1.242,0
P01570,2026-02-14,Xbox,NA-East,1.021,0
P01571,2026-01-22,Xbox,NA-West,0.67,0
P01572,2026-02-16,PC,LATAM,1.224,0
P01573,2026-01-22,Xbox,NA-West,0.88,0
P01574,2026-01-16,PS5,NA-West,0.9,1
P01575,2026-03-22,PS5,NA-East,0.777,0
P01576,2026-03-21,PC,LATAM,1.07,0
P01577,2026-02-15,Xbox,NA-West,1.254,0
P01578,2026-01-02,PC,NA-West,1.328,0
P01579,2026-03-04,PS5,NA-West,1.599,0
P01580,2026-02-17,PC,EU,0.887,1
P01581,2026-02-26,PC,EU,0.791,0
P01582,2026-01-01,PC,NA-East,0.552,1
P01583,2026-01-06,PS5,NA-East,1.244,1
P01584,2026-01-26,PS5,NA-East,1.841,0
P01585,2026-03-12,PC,EU,0.471,0
P01586,2026-02-21,PS5,NA-West,0.206,1
P01587,2026-01-14,PS5,NA-East,1.048,0
P01588,2026-01-31,PS5,NA-East,1.624,0
P01589,2026-02-07,PS5,NA-West,0.971,0
P01590,2026-03-07,PC,EU,1.11,0
P01591,2026-02-01,PS5,NA-East,0.814,0
P01592,2026-03-06,Xbox,NA-West,0.827,0
P01593,2026-01-17,PC,NA-West,0.772,0
P01594,2026-03-20,PS5,LATAM,1.218,1
P01595,2026-03-31,PS5,LATAM,0.83,0
P01596,2026-03-07,PC,EU,0.898,0
P01597,2026-02-14,PC,NA-West,0.937,0
P01598,2026-01-07,PS5,LATAM,0.835,0
P01599,2026-03-19,PS5,EU,1.18,0
P01600,2026-01-15,Xbox,NA-West,1.048,0
P01601,2026-02-16,Xbox,EU,0.979,0
P01602,2026-02-05,PC,NA-West,1.086,0
P01603,2026-03-19,Xbox,NA-West,1.338,1
P01604,2026-02-27,Xbox,EU,1.123,0
P01605,2026-03-02,Xbox,NA-West,1.235,1
P01606,2026-01-25,Xbox,EU,0.519,0
P01607,2026-02-27,PS5,NA-East,0.88,0
P01608,2026-03-09,PC,NA-West,1.376,0
P01609,2026-03-31,Xbox,NA-East,1.283,0
P01610,2026-03-30,PS5,NA-East,1.236,1
P01611,2026-03-07,PS5,EU,0.546,1
P01612,2026-01-01,Xbox,NA-East,1.131,0
P01613,2026-03-07,Xbox,EU,0.472,0
P01614,2026-01-29,PC,NA-West,0.921,1
P01615,2026-03-10,PC,EU,1.007,0
P01616,2026-02-04,PC,NA-West,1.08,0
P01617,2026-01-01,PS5,EU,0.705,0
P01618,2026-04-01,PC,LATAM,1.204,0
P01619,2026-02-07,PC,EU,0.946,0
P01620,2026-02-05,Xbox,NA-East,1.415,0
P01621,2026-03-30,Xbox,NA-West,0.624,0
P01622,2026-01-29,Xbox,LATAM,0.894,1
P01623,2026-01-30,PC,LATAM,0.953,0
P01624,2026-01-24,PC,NA-West,0.377,0
P01625,2026-01-24,PC,NA-West,0.957,0
P01626,2026-03-29,PC,LATAM,0.897,0
P01627,2026-03-24,Xbox,NA-West,1.158,0
P01628,2026-01-02,PC,NA-East,0.728,0
P01629,2026-03-24,PC,EU,1.171,0
P01630,2026-03-22,PC,NA-East,0.497,0
P01631,2026-02-13,PC,LATAM,1.089,0
P01632,2026-02-26,PS5,NA-West,1.12,0
P01633,2026-03-11,PC,NA-East,0.825,0
P01634,2026-01-14,PS5,NA-West,0.844,1
P01635,2026-01-29,PC,EU,1.365,0
P01636,2026-01-29,Xbox,NA-East,1.469,0
P01637,2026-01-15,PS5,EU,1.14,1
P01638,2026-02-12,PC,NA-East,1.584,0
P01639,2026-01-23,PC,LATAM,0.715,1
P01640,2026-03-27,PS5,EU,0.812,0
P01641,2026-02-04,PS5,NA-East,1.446,0
P01642,2026-01-20,PC,LATAM,1.034,0
P01643,2026-03-03,PS5,EU,1.068,0
P01644,2026-02-11,PS5,EU,1.222,0
P01645,2026-02-24,Xbox,EU,0.2,1
P01646,2026-03-25,Xbox,LATAM,1.303,0
P01647,2026-03-05,PS5,NA-East,0.364,0
P01648,2026-02-23,Xbox,NA-West,0.403,0
P01649,2026-01-31,PC,EU,0.848,0
P01650,2026-01-18,PS5,EU,1.108,0
P01651,2026-01-18,Xbox,LATAM,0.946,1
P01652,2026-01-29,Xbox,NA-West,1.179,0
P01653,2026-01-04,PC,NA-East,0.878,0
P01654,2026-01-10,PC,NA-East,0.535,1
P01655,2026-01-19,Xbox,LATAM,1.123,1
P01656,2026-01-24,Xbox,EU,0.811,0
P01657,2026-02-13,PC,EU,0.527,1
P01658,2026-01-08,PC,NA-West,1.066,1
P01659,2026-02-24,Xbox,EU,0.695,0
P01660,2026-03-06,PC,EU,0.913,0
P01661,2026-03-08,Xbox,NA-West,0.382,1
P01662,2026-01-08,Xbox,NA-East,1.043,0
P01663,2026-03-01,PS5,LATAM,0.496,1
P01664,2026-02-17,PC,NA-East,0.861,0
P01665,2026-03-19,PC,EU,1.057,0
P01666,2026-01-14,PS5,NA-West,1.433,0
P01667,2026-03-23,PC,NA-East,1.234,0
P01668,2026-03-03,PS5,NA-East,1.292,0
P01669,2026-02-06,PS5,LATAM,1.398,0
P01670,2026-01-17,PS5,NA-East,0.954,0
P01671,2026-01-20,PS5,NA-East,1.617,0
P01672,2026-01-20,Xbox,NA-East,0.942,0
P01673,2026-01-30,Xbox,NA-West,1.475,0
P01674,2026-01-21,Xbox,EU,1.413,0
P01675,2026-01-17,PS5,NA-East,0.824,0
P01676,2026-03-29,Xbox,NA-East,0.818,0
P01677,2026-03-14,PC,NA-West,0.715,0
P01678,2026-02-09,PC,LATAM,0.2,0
P01679,2026-02-10,PC,EU,1.142,0
P01680,2026-02-15,PS5,EU,1.186,0
P01681,2026-02-02,PC,NA-East,1.031,0
P01682,2026-03-04,PS5,LATAM,1.671,0
P01683,2026-03-29,Xbox,EU,1.231,0
P01684,2026-03-29,Xbox,NA-East,0.673,0
P01685,2026-03-24,Xbox,NA-East,1.58,1
P01686,2026-01-14,PS5,NA-East,0.948,1
P01687,2026-03-01,PS5,LATAM,0.842,0
P01688,2026-01-24,PS5,LATAM,0.911,0
P01689,2026-02-12,Xbox,LATAM,1.295,1
P01690,2026-03-02,Xbox,NA-West,1.29,0
P01691,2026-01-19,PC,LATAM,0.804,0
P01692,2026-02-16,PC,NA-East,1.239,0
P01693,2026-01-03,PS5,EU,1.508,0
P01694,2026-01-11,PC,EU,1.176,0
P01695,2026-02-27,Xbox,EU,1.295,0
P01696,2026-01-07,PS5,EU,1.63,1
P01697,2026-02-14,Xbox,NA-West,1.375,0
P01698,2026-02-25,PS5,NA-East,0.671,0
P01699,2026-03-18,Xbox,NA-West,1.178,1
P01700,2026-02-10,PC,LATAM,1.742,0
P01701,2026-01-15,PS5,NA-East,1.137,0
P01702,2026-01-17,Xbox,NA-East,0.668,0
P01703,2026-01-25,PC,LATAM,0.614,1
P01704,2026-01-27,Xbox,NA-East,1.893,0
P01705,2026-02-16,Xbox,NA-East,1.742,0
P01706,2026-03-25,PS5,EU,1.362,0
P01707,2026-02-24,PC,NA-West,0.411,0
P01708,2026-02-17,Xbox,LATAM,1.209,1
P01709,2026-03-26,PS5,NA-East,0.859,0
P01710,2026-01-14,PS5,NA-East,1.054,0
P01711,2026-03-21,PS5,NA-East,1.144,0
P01712,2026-02-23,Xbox,LATAM,1.144,1
P01713,2026-03-02,PS5,LATAM,1.31,0
P01714,2026-03-24,PC,EU,0.835,0
P01715,2026-03-06,PS5,EU,0.849,0
P01716,2026-02-23,PS5,NA-East,0.985,1
P01717,2026-01-20,Xbox,EU,1.169,0
P01718,2026-03-15,PS5,NA-West,1.26,0
P01719,2026-02-20,Xbox,LATAM,1.298,0
P01720,2026-03-23,PS5,EU,0.564,0
P01721,2026-02-25,PC,NA-East,1.066,0
P01722,2026-02-20,PS5,NA-West,1.271,0
P01723,2026-01-27,PC,NA-West,1.066,1
P01724,2026-04-01,Xbox,LATAM,0.2,0
P01725,2026-01-17,PS5,NA-West,1.494,0
P01726,2026-01-29,PC,LATAM,0.874,0
P01727,2026-03-26,PC,NA-East,1.138,0
P01728,2026-03-16,Xbox,NA-East,1.114,0
P01729,2026-02-06,PC,LATAM,0.983,0
P01730,2026-01-27,PC,LATAM,0.685,1
P01731,2026-03-22,PS5,EU,1.474,0
P01732,2026-02-27,PC,NA-West,1.079,0
P01733,2026-03-22,PS5,EU,0.931,0
P01734,2026-03-20,Xbox,EU,0.972,0
P01735,2026-01-25,Xbox,NA-West,0.659,0
P01736,2026-02-16,PS5,NA-West,1.184,1
P01737,2026-03-30,PS5,NA-West,1.257,0
P01738,2026-02-14,PS5,LATAM,0.868,0
P01739,2026-02-21,PC,EU,1.235,0
P01740,2026-01-14,PS5,NA-West,0.484,0
P01741,2026-03-04,Xbox,EU,0.652,0
P01742,2026-03-21,PC,EU,1.268,0
P01743,2026-03-22,PC,EU,1.161,0
P01744,2026-02-07,Xbox,EU,0.43,0
P01745,2026-01-15,PC,EU,1.132,1
P01746,2026-01-28,PS5,NA-East,0.814,0
P01747,2026-03-30,PS5,EU,1.312,0
P01748,2026-03-13,PC,NA-West,1.261,1
P01749,2026-02-05,Xbox,NA-East,0.822,0
P01750,2026-03-24,PS5,EU,0.482,1
P01751,2026-01-07,PS5,LATAM,1.134,0
P01752,2026-02-27,PS5,NA-West,1.148,0
P01753,2026-02-06,Xbox,NA-East,1.608,0
P01754,2026-02-06,PC,NA-East,1.621,1
P01755,2026-01-03,PS5,EU,1.142,0
P01756,2026-02-14,PS5,LATAM,0.638,0
P01757,2026-02-20,PS5,NA-East,0.698,0
P01758,2026-03-21,PC,NA-West,1.199,1
P01759,2026-02-11,PC,NA-West,1.362,0
P01760,2026-02-17,PC,NA-East,1.176,0
P01761,2026-01-06,PC,EU,1.651,1
P01762,2026-03-20,Xbox,NA-West,1.088,0
P01763,2026-03-16,PC,LATAM,0.824,0
P01764,2026-03-27,Xbox,LATAM,1.308,0
P01765,2026-02-05,PC,NA-East,0.752,1
P01766,2026-02-07,PC,NA-West,0.922,0
P01767,2026-01-10,PC,NA-West,1.121,0
P01768,2026-02-19,PC,EU,1.063,0
P01769,2026-02-09,Xbox,NA-East,0.868,0
P01770,2026-01-29,PS5,NA-West,1.299,0
P01771,2026-01-25,Xbox,EU,1.333,0
P01772,2026-03-15,PC,NA-East,0.882,0
P01773,2026-02-28,Xbox,LATAM,1.032,0
P01774,2026-01-16,PS5,NA-West,1.131,0
P01775,2026-03-06,PS5,EU,0.714,0
P01776,2026-01-07,PS5,NA-West,0.662,0
P01777,2026-02-21,Xbox,LATAM,1.125,0
P01778,2026-01-14,PC,NA-West,0.788,0
P01779,2026-01-05,Xbox,NA-East,0.77,0
P01780,2026-03-21,PS5,NA-East,0.889,0
P01781,2026-03-30,PC,EU,0.973,0
P01782,2026-04-01,PC,NA-West,0.532,0
P01783,2026-03-31,Xbox,NA-West,0.587,0
P01784,2026-03-29,PS5,NA-West,1.204,0
P01785,2026-03-27,PC,EU,0.688,0
P01786,2026-01-22,Xbox,EU,0.705,0
P01787,2026-03-16,PS5,NA-East,1.711,1
P01788,2026-01-03,PC,NA-West,0.2,0
P01789,2026-01-13,PS5,LATAM,1.511,0
P01790,2026-02-14,PS5,EU,1.269,0
P01791,2026-01-02,PS5,LATAM,1.139,0
P01792,2026-03-29,PC,LATAM,0.504,0
P01793,2026-03-26,PC,NA-West,1.329,0
P01794,2026-03-31,Xbox,NA-East,1.326,0
P01795,2026-02-18,Xbox,LATAM,0.416,0
P01796,2026-03-09,PS5,EU,1.349,1
P01797,2026-02-23,PC,NA-East,1.265,0
P01798,2026-03-31,PS5,LATAM,0.733,0
P01799,2026-02-14,PS5,NA-West,0.779,1
P01800,2026-01-20,Xbox,NA-West,0.714,0
