session_id,player_id,session_date,day_number,mode,duration_min,kills,deaths,won,platform
2304,P00322,2026-03-06,0,Multiplayer,49,13,6,0,Xbox
2305,P00322,2026-03-09,3,Warzone,74,10,11,0,Xbox
2306,P00322,2026-03-09,3,Multiplayer,61,8,5,1,Xbox
2307,P00322,2026-03-12,6,Multiplayer,23,9,7,0,Xbox
2308,P00322,2026-03-25,19,Warzone,59,12,7,1,Xbox
2309,P00322,2026-04-01,26,Campaign,55,10,6,0,Xbox
2310,P00322,2026-04-01,26,Warzone,26,15,12,0,Xbox
2311,P00322,2026-04-01,26,Multiplayer,68,6,5,0,Xbox
2312,P00322,2026-04-21,46,Warzone,24,12,1,0,Xbox
2313,P00323,2026-01-03,0,Multiplayer,120,0,14,0,PS5
2314,P00323,2026-01-03,0,Multiplayer,75,5,10,0,PS5
2315,P00323,2026-01-03,0,Warzone,49,5,14,0,PS5
2316,P00323,2026-01-21,18,Warzone,29,11,13,0,PS5
2317,P00323,2026-01-30,27,Multiplayer,39,2,14,1,PS5
2318,P00323,2026-01-30,27,Multiplayer,16,6,20,1,PS5
2319,P00323,2026-01-30,27,Warzone,52,4,16,0,PS5
2320,P00324,2026-03-30,0,Warzone,44,1,13,0,PS5
2321,P00324,2026-04-05,6,Multiplayer,89,6,14,0,PS5
2322,P00324,2026-04-05,6,Warzone,37,3,16,0,PS5
2323,P00324,2026-04-05,6,Warzone,6,0,14,1,PS5
2324,P00324,2026-04-16,17,Warzone,31,1,11,0,PS5
2325,P00324,2026-04-16,17,Warzone,35,6,16,0,PS5
2326,P00324,2026-04-16,17,Multiplayer,9,0,12,0,PS5
2327,P00325,2026-03-16,0,Multiplayer,64,1,13,0,Xbox
2328,P00325,2026-03-18,2,Multiplayer,38,8,14,0,Xbox
2329,P00325,2026-03-19,3,Multiplayer,34,11,10,1,Xbox
2330,P00325,2026-03-20,4,Warzone,12,1,20,0,Xbox
2331,P00325,2026-03-20,4,Warzone,119,1,16,1,Xbox
2332,P00325,2026-03-20,4,Warzone,71,9,11,0,Xbox
2333,P00325,2026-03-22,6,Multiplayer,73,3,17,0,Xbox
2334,P00325,2026-04-04,19,Multiplayer,24,14,18,1,Xbox
2335,P00325,2026-04-12,27,Warzone,22,2,17,0,Xbox
2336,P00325,2026-04-12,27,Multiplayer,57,4,18,0,Xbox
2337,P00325,2026-05-03,48,Warzone,46,4,17,0,Xbox
2338,P00325,2026-05-10,55,Multiplayer,42,0,21,0,Xbox
2339,P00326,2026-03-29,0,Warzone,36,7,6,1,Xbox
2340,P00326,2026-03-29,0,Warzone,29,13,10,1,Xbox
2341,P00326,2026-04-04,6,Multiplayer,85,7,8,1,Xbox
2342,P00326,2026-04-22,24,Warzone,42,3,3,0,Xbox
2343,P00326,2026-04-22,24,Warzone,85,11,14,0,Xbox
2344,P00326,2026-04-22,24,Multiplayer,25,11,7,0,Xbox
2345,P00326,2026-04-23,25,Multiplayer,28,9,9,0,Xbox
2346,P00327,2026-02-26,0,Warzone,79,10,12,0,Xbox
2347,P00327,2026-02-26,0,Warzone,57,13,7,0,Xbox
2348,P00327,2026-02-27,1,Warzone,49,10,8,1,Xbox
2349,P00327,2026-02-27,1,Multiplayer,36,10,8,1,Xbox
2350,P00327,2026-02-27,1,Warzone,56,10,18,0,Xbox
2351,P00327,2026-03-07,9,Multiplayer,60,12,3,1,Xbox
2352,P00327,2026-03-07,9,Warzone,20,4,4,0,Xbox
2353,P00327,2026-04-02,35,Warzone,15,10,9,0,Xbox
2354,P00328,2026-03-20,0,Warzone,14,12,5,0,Xbox
2355,P00329,2026-03-08,0,Multiplayer,44,10,9,0,Xbox
2356,P00329,2026-03-12,4,Multiplayer,21,18,2,0,Xbox
2357,P00329,2026-04-03,26,Campaign,5,1,2,0,Xbox
2358,P00330,2026-02-10,0,Warzone,34,13,7,1,Xbox
2359,P00330,2026-02-11,1,Multiplayer,49,11,7,0,Xbox
2360,P00330,2026-02-24,14,Campaign,48,6,7,0,Xbox
2361,P00330,2026-02-24,14,Campaign,19,3,8,1,Xbox
2362,P00330,2026-02-28,18,Warzone,50,11,2,0,Xbox
2363,P00331,2026-03-28,0,Warzone,62,9,9,0,Xbox
2364,P00331,2026-03-29,1,Campaign,97,10,9,1,Xbox
2365,P00331,2026-03-31,3,Warzone,63,16,1,0,Xbox
2366,P00331,2026-04-01,4,Multiplayer,54,4,1,0,Xbox
2367,P00331,2026-04-04,7,Warzone,56,2,7,0,Xbox
2368,P00331,2026-04-08,11,Multiplayer,41,10,12,0,Xbox
2369,P00331,2026-05-12,45,Warzone,25,4,3,0,Xbox
2370,P00332,2026-01-25,0,Multiplayer,79,1,5,1,PS5
2371,P00332,2026-01-30,5,Campaign,37,13,9,0,PS5
2372,P00332,2026-01-30,5,Warzone,74,0,9,0,PS5
2373,P00332,2026-01-30,5,Warzone,18,9,8,0,PS5
2374,P00332,2026-02-07,13,Warzone,26,10,8,0,PS5
2375,P00332,2026-02-13,19,Warzone,88,14,3,0,PS5
2376,P00332,2026-02-13,19,Multiplayer,49,6,4,0,PS5
2377,P00332,2026-02-13,19,Warzone,5,6,3,0,PS5
2378,P00332,2026-02-14,20,Warzone,51,11,3,1,PS5
2379,P00332,2026-02-25,31,Warzone,32,14,7,0,PS5
2380,P00333,2026-02-08,0,Warzone,24,7,1,1,Xbox
2381,P00333,2026-02-08,0,Warzone,5,7,10,0,Xbox
2382,P00333,2026-02-09,1,Warzone,65,7,3,1,Xbox
2383,P00333,2026-02-11,3,Warzone,56,7,1,0,Xbox
2384,P00333,2026-02-13,5,Multiplayer,49,7,4,0,Xbox
2385,P00333,2026-02-15,7,Multiplayer,20,10,10,1,Xbox
2386,P00333,2026-02-26,18,Multiplayer,44,4,9,0,Xbox
2387,P00333,2026-03-14,34,Multiplayer,28,4,6,0,Xbox
2388,P00334,2026-02-14,0,Warzone,38,1,35,0,Xbox
2389,P00334,2026-02-16,2,Warzone,44,0,34,1,Xbox
2390,P00334,2026-02-17,3,Campaign,56,3,42,0,Xbox
2391,P00334,2026-02-20,6,Warzone,53,3,34,1,Xbox
2392,P00334,2026-02-20,6,Multiplayer,61,0,36,0,Xbox
2393,P00334,2026-03-14,28,Warzone,21,0,35,0,Xbox
2394,P00335,2026-03-15,0,Warzone,67,7,8,0,PS5
2395,P00335,2026-03-15,0,Warzone,60,12,3,0,PS5
2396,P00335,2026-03-16,1,Warzone,46,1,14,0,PS5
2397,P00335,2026-03-18,3,Warzone,45,1,11,1,PS5
2398,P00335,2026-03-21,6,Warzone,30,3,10,1,PS5
2399,P00335,2026-03-23,8,Warzone,69,5,7,1,PS5
2400,P00335,2026-03-23,8,Multiplayer,79,3,11,1,PS5
2401,P00335,2026-03-23,8,Warzone,32,8,12,0,PS5
2402,P00335,2026-04-02,18,Warzone,39,16,15,0,PS5
2403,P00335,2026-04-10,26,Warzone,64,15,11,0,PS5
2404,P00335,2026-04-10,26,Warzone,63,0,10,1,PS5
2405,P00335,2026-04-10,26,Multiplayer,34,3,7,0,PS5
2406,P00336,2026-01-21,2,Campaign,92,11,11,0,Xbox
2407,P00336,2026-01-22,3,Multiplayer,43,10,7,0,Xbox
2408,P00337,2026-02-26,0,Warzone,28,3,17,0,PC
2409,P00337,2026-02-28,2,Warzone,58,9,12,0,PC
2410,P00337,2026-03-27,29,Warzone,45,8,10,0,PC
2411,P00337,2026-04-27,60,Warzone,21,2,17,0,PC
2412,P00338,2026-02-04,0,Warzone,24,16,3,1,PC
2413,P00338,2026-02-04,0,Multiplayer,55,15,6,0,PC
2414,P00338,2026-02-10,6,Warzone,81,9,5,0,PC
2415,P00338,2026-02-21,17,Warzone,43,16,8,0,PC
2416,P00339,2026-03-17,0,Warzone,11,9,13,1,Xbox
2417,P00339,2026-03-17,0,Multiplayer,75,10,8,0,Xbox
2418,P00339,2026-03-17,0,Warzone,36,9,7,0,Xbox
2419,P00339,2026-03-18,1,Warzone,98,10,1,0,Xbox
2420,P00339,2026-03-21,4,Warzone,59,0,12,0,Xbox
2421,P00340,2026-01-07,0,Warzone,34,15,8,1,PS5
2422,P00340,2026-01-08,1,Multiplayer,50,11,1,0,PS5
2423,P00340,2026-01-08,1,Multiplayer,36,8,3,0,PS5
2424,P00340,2026-01-08,1,Multiplayer,20,6,5,1,PS5
2425,P00340,2026-01-14,7,Warzone,32,10,7,1,PS5
2426,P00340,2026-02-10,34,Multiplayer,49,2,6,0,PS5
2427,P00341,2026-01-18,0,Campaign,40,12,5,0,PC
2428,P00341,2026-01-19,1,Warzone,10,12,8,0,PC
2429,P00341,2026-01-23,5,Warzone,62,8,4,1,PC
2430,P00341,2026-01-25,7,Warzone,18,13,8,1,PC
2431,P00341,2026-02-02,15,Warzone,22,4,9,0,PC
2432,P00341,2026-02-02,15,Warzone,5,17,4,0,PC
2433,P00341,2026-02-02,15,Campaign,44,3,6,0,PC
2434,P00341,2026-02-12,25,Warzone,65,10,2,0,PC
2435,P00342,2026-03-02,0,Campaign,21,5,9,0,PS5
2436,P00342,2026-03-03,1,Multiplayer,39,2,12,0,PS5
2437,P00342,2026-03-07,5,Multiplayer,67,12,9,0,PS5
2438,P00342,2026-03-07,5,Multiplayer,17,2,15,1,PS5
2439,P00342,2026-03-16,14,Multiplayer,76,5,13,0,PS5
2440,P00342,2026-03-16,14,Multiplayer,55,2,14,0,PS5
2441,P00342,2026-03-16,14,Multiplayer,28,4,10,1,PS5
2442,P00342,2026-03-21,19,Multiplayer,65,14,6,1,PS5
2443,P00342,2026-04-12,41,Multiplayer,28,7,7,0,PS5
2444,P00342,2026-04-12,41,Warzone,22,4,13,1,PS5
2445,P00342,2026-04-12,41,Warzone,34,13,6,1,PS5
2446,P00342,2026-04-17,46,Warzone,5,3,13,0,PS5
2447,P00343,2026-01-08,0,Multiplayer,59,0,3,0,Xbox
2448,P00343,2026-01-13,5,Warzone,5,20,13,1,Xbox
2449,P00343,2026-01-16,8,Multiplayer,29,9,8,1,Xbox
2450,P00343,2026-01-16,8,Warzone,37,9,11,0,Xbox
2451,P00343,2026-01-16,8,Multiplayer,38,9,11,1,Xbox
2452,P00344,2026-01-05,0,Campaign,49,6,8,0,PC
2453,P00344,2026-01-06,1,Warzone,29,14,9,0,PC
2454,P00344,2026-01-08,3,Warzone,25,9,9,1,PC
2455,P00344,2026-01-22,17,Multiplayer,5,16,10,1,PC
2456,P00344,2026-01-24,19,Warzone,31,10,10,0,PC
2457,P00344,2026-01-24,19,Warzone,43,12,9,1,PC
2458,P00344,2026-01-30,25,Warzone,75,5,7,0,PC
2459,P00345,2026-02-20,0,Warzone,35,9,5,1,Xbox
2460,P00345,2026-02-26,6,Warzone,58,9,7,0,Xbox
2461,P00345,2026-02-26,6,Warzone,37,9,10,1,Xbox
2462,P00345,2026-03-04,12,Warzone,7,11,7,1,Xbox
2463,P00345,2026-03-12,20,Warzone,55,6,9,1,Xbox
2464,P00345,2026-03-13,21,Multiplayer,43,8,11,0,Xbox
2465,P00345,2026-03-13,21,Multiplayer,80,6,8,0,Xbox
2466,P00345,2026-03-20,28,Multiplayer,16,5,6,1,Xbox
2467,P00345,2026-04-05,44,Warzone,47,9,12,0,Xbox
2468,P00346,2026-01-02,0,Campaign,41,9,6,0,PS5
2469,P00346,2026-01-03,1,Multiplayer,58,5,13,0,PS5
2470,P00346,2026-01-08,6,Campaign,54,2,9,1,PS5
2471,P00346,2026-01-16,14,Warzone,57,6,11,0,PS5
2472,P00347,2026-03-24,0,Warzone,36,4,13,0,PC
2473,P00347,2026-03-30,6,Multiplayer,31,3,20,0,PC
2474,P00347,2026-04-02,9,Warzone,28,7,13,0,PC
2475,P00347,2026-04-06,13,Warzone,30,1,13,0,PC
2476,P00347,2026-04-09,16,Multiplayer,50,5,15,0,PC
2477,P00347,2026-04-24,31,Multiplayer,23,5,17,0,PC
2478,P00348,2026-01-15,0,Multiplayer,33,0,8,1,Xbox
2479,P00348,2026-01-21,6,Warzone,37,8,7,0,Xbox
2480,P00348,2026-01-22,7,Multiplayer,74,10,9,1,Xbox
2481,P00348,2026-02-10,26,Warzone,27,8,17,0,Xbox
2482,P00349,2026-01-02,0,Multiplayer,5,9,8,0,Xbox
2483,P00349,2026-02-19,48,Warzone,49,5,13,0,Xbox
2484,P00349,2026-02-19,48,Campaign,49,9,10,0,Xbox
2485,P00350,2026-03-23,0,Multiplayer,80,13,2,1,Xbox
2486,P00350,2026-03-23,0,Multiplayer,58,10,9,0,Xbox
2487,P00350,2026-03-23,0,Warzone,20,4,8,0,Xbox
2488,P00350,2026-03-24,1,Warzone,97,14,6,1,Xbox
2489,P00350,2026-03-24,1,Multiplayer,37,15,5,0,Xbox
2490,P00350,2026-03-29,6,Campaign,65,13,7,0,Xbox
2491,P00350,2026-03-30,7,Campaign,63,14,8,0,Xbox
2492,P00350,2026-03-30,7,Multiplayer,82,11,5,1,Xbox
2493,P00350,2026-03-30,7,Warzone,77,3,1,0,Xbox
2494,P00350,2026-04-06,14,Warzone,74,10,10,0,Xbox
2495,P00350,2026-04-25,33,Warzone,25,8,11,0,Xbox
2496,P00350,2026-04-25,33,Campaign,72,9,5,1,Xbox
2497,P00351,2026-03-27,0,Campaign,72,19,1,0,PS5
2498,P00351,2026-03-31,4,Warzone,53,15,1,0,PS5
2499,P00351,2026-04-02,6,Multiplayer,35,15,3,1,PS5
2500,P00351,2026-04-02,6,Multiplayer,50,19,9,1,PS5
2501,P00351,2026-04-02,6,Warzone,37,15,1,1,PS5
2502,P00351,2026-04-04,8,Warzone,57,16,4,1,PS5
2503,P00351,2026-05-01,35,Multiplayer,22,14,4,1,PS5
2504,P00352,2026-01-01,0,Warzone,48,9,13,0,PS5
2505,P00352,2026-01-05,4,Warzone,30,21,4,0,PS5
2506,P00353,2026-03-15,0,Campaign,53,14,2,0,Xbox
2507,P00353,2026-03-23,8,Multiplayer,55,12,6,0,Xbox
2508,P00353,2026-04-11,27,Warzone,22,11,2,0,Xbox
2509,P00353,2026-04-14,30,Warzone,40,13,5,0,Xbox
2510,P00353,2026-04-16,32,Multiplayer,17,7,1,1,Xbox
2511,P00353,2026-05-06,52,Warzone,30,13,4,0,Xbox
2512,P00353,2026-05-13,59,Multiplayer,55,8,4,0,Xbox
2513,P00354,2026-01-16,0,Warzone,50,5,12,0,Xbox
2514,P00354,2026-01-17,1,Multiplayer,46,6,6,1,Xbox
2515,P00354,2026-01-18,2,Warzone,47,7,11,1,Xbox
2516,P00354,2026-01-18,2,Warzone,53,5,9,0,Xbox
2517,P00354,2026-01-18,2,Multiplayer,20,14,11,0,Xbox
2518,P00354,2026-01-21,5,Multiplayer,55,1,13,0,Xbox
2519,P00354,2026-01-25,9,Multiplayer,35,10,11,0,Xbox
2520,P00355,2026-03-23,0,Warzone,11,9,10,0,Xbox
2521,P00355,2026-03-24,1,Warzone,49,7,1,0,Xbox
2522,P00355,2026-03-24,1,Warzone,66,13,8,0,Xbox
2523,P00355,2026-03-24,1,Warzone,53,8,7,0,Xbox
2524,P00355,2026-03-25,2,Multiplayer,33,4,9,0,Xbox
2525,P00355,2026-03-25,2,Warzone,33,8,6,0,Xbox
2526,P00355,2026-03-28,5,Warzone,13,7,8,1,Xbox
2527,P00355,2026-04-01,9,Warzone,43,15,5,0,Xbox
2528,P00355,2026-04-01,9,Campaign,40,3,2,0,Xbox
2529,P00355,2026-04-24,32,Warzone,40,5,5,1,Xbox
2530,P00355,2026-04-24,32,Warzone,25,13,5,0,Xbox
2531,P00356,2026-01-18,0,Warzone,32,16,13,0,Xbox
2532,P00356,2026-02-06,19,Campaign,53,4,23,0,Xbox
2533,P00356,2026-02-11,24,Multiplayer,50,5,15,0,Xbox
2534,P00356,2026-03-09,50,Multiplayer,72,2,17,0,Xbox
2535,P00356,2026-03-16,57,Multiplayer,59,4,11,1,Xbox
2536,P00356,2026-03-16,57,Warzone,46,13,10,1,Xbox
2537,P00356,2026-03-16,57,Multiplayer,83,0,9,0,Xbox
2538,P00357,2026-03-12,0,Warzone,43,9,4,1,Xbox
2539,P00357,2026-03-19,7,Multiplayer,27,8,2,0,Xbox
2540,P00357,2026-03-24,12,Warzone,55,11,7,1,Xbox
2541,P00357,2026-03-29,17,Warzone,28,13,1,1,Xbox
2542,P00357,2026-03-29,17,Warzone,51,14,5,0,Xbox
2543,P00357,2026-03-29,17,Warzone,30,15,7,1,Xbox
2544,P00357,2026-05-10,59,Warzone,42,11,10,0,Xbox
2545,P00358,2026-03-29,0,Campaign,11,0,8,0,PC
2546,P00358,2026-03-30,1,Multiplayer,35,9,10,1,PC
2547,P00358,2026-05-06,38,Multiplayer,32,5,16,0,PC
2548,P00359,2026-02-16,0,Warzone,55,17,3,0,PC
2549,P00359,2026-02-16,0,Multiplayer,28,13,10,0,PC
2550,P00359,2026-02-16,0,Multiplayer,64,11,6,0,PC
2551,P00359,2026-02-17,1,Warzone,50,8,9,0,PC
2552,P00359,2026-02-23,7,Warzone,56,12,6,0,PC
2553,P00360,2026-01-20,0,Warzone,47,10,7,0,PS5
2554,P00360,2026-01-20,0,Warzone,49,1,7,0,PS5
2555,P00360,2026-01-29,9,Warzone,57,13,4,0,PS5
2556,P00360,2026-02-03,14,Multiplayer,70,6,6,0,PS5
2557,P00360,2026-02-28,39,Warzone,59,10,3,0,PS5
2558,P00361,2026-03-16,0,Multiplayer,58,2,34,0,PS5
2559,P00361,2026-03-27,11,Campaign,60,0,36,0,PS5
2560,P00361,2026-03-27,11,Multiplayer,96,5,34,0,PS5
2561,P00361,2026-03-27,11,Warzone,84,3,39,0,PS5
2562,P00361,2026-04-05,20,Multiplayer,53,4,36,0,PS5
2563,P00361,2026-04-05,20,Warzone,93,0,35,1,PS5
2564,P00361,2026-04-05,20,Multiplayer,86,5,33,1,PS5
2565,P00361,2026-05-06,51,Warzone,37,0,32,0,PS5
2566,P00362,2026-03-07,0,Multiplayer,43,3,15,1,Xbox
2567,P00362,2026-03-11,4,Warzone,29,1,14,0,Xbox
2568,P00362,2026-03-22,15,Campaign,26,0,13,1,Xbox
2569,P00362,2026-03-24,17,Warzone,58,5,18,1,Xbox
2570,P00362,2026-03-31,24,Warzone,73,1,10,1,Xbox
2571,P00362,2026-04-13,37,Warzone,50,5,13,0,Xbox
2572,P00363,2026-02-09,0,Warzone,63,0,10,1,PC
2573,P00363,2026-02-10,1,Warzone,45,9,9,1,PC
2574,P00364,2026-01-06,0,Multiplayer,64,0,15,0,Xbox
2575,P00364,2026-01-06,0,Multiplayer,63,3,17,1,Xbox
2576,P00364,2026-01-06,0,Multiplayer,21,2,20,1,Xbox
2577,P00364,2026-01-09,3,Warzone,85,0,19,0,Xbox
2578,P00364,2026-01-12,6,Warzone,44,4,13,1,Xbox
2579,P00364,2026-01-21,15,Warzone,5,0,14,0,Xbox
2580,P00364,2026-01-21,15,Warzone,89,12,17,1,Xbox
2581,P00364,2026-01-21,15,Warzone,64,7,17,0,Xbox
2582,P00364,2026-02-11,36,Multiplayer,43,3,12,0,Xbox
2583,P00365,2026-01-09,0,Multiplayer,40,15,5,0,PS5
2584,P00365,2026-01-10,1,Multiplayer,54,13,4,1,PS5
2585,P00365,2026-01-10,1,Warzone,28,13,8,0,PS5
2586,P00365,2026-01-10,1,Multiplayer,66,5,6,0,PS5
2587,P00365,2026-01-14,5,Warzone,54,8,1,0,PS5
2588,P00365,2026-01-16,7,Multiplayer,25,10,4,0,PS5
2589,P00365,2026-02-16,38,Multiplayer,31,15,5,0,PS5
2590,P00365,2026-02-16,38,Multiplayer,41,9,1,0,PS5
2591,P00365,2026-02-16,38,Warzone,32,7,1,0,PS5
2592,P00366,2026-01-18,0,Multiplayer,15,4,11,0,Xbox
2593,P00366,2026-01-22,4,Warzone,63,5,12,0,Xbox
2594,P00366,2026-01-24,6,Warzone,69,12,4,1,Xbox
2595,P00366,2026-02-07,20,Multiplayer,44,13,7,0,Xbox
2596,P00366,2026-03-08,49,Warzone,31,12,6,1,Xbox
2597,P00367,2026-02-18,0,Warzone,21,0,34,0,PS5
2598,P00367,2026-02-19,1,Multiplayer,19,1,31,1,PS5
2599,P00367,2026-02-21,3,Warzone,53,7,33,0,PS5
2600,P00367,2026-02-25,7,Multiplayer,66,5,28,0,PS5
2601,P00367,2026-03-04,14,Warzone,41,2,37,0,PS5
2602,P00367,2026-03-04,14,Warzone,38,0,40,0,PS5
2603,P00367,2026-03-06,16,Warzone,27,4,34,1,PS5
2604,P00367,2026-03-09,19,Multiplayer,68,11,33,0,PS5
2605,P00367,2026-03-25,35,Warzone,37,7,32,0,PS5
2606,P00367,2026-03-31,41,Warzone,49,8,32,0,PS5
2607,P00367,2026-03-31,41,Multiplayer,51,6,39,0,PS5
2608,P00367,2026-04-04,45,Warzone,10,1,34,0,PS5
2609,P00368,2026-03-26,0,Multiplayer,14,5,8,1,PS5
2610,P00368,2026-03-26,0,Multiplayer,63,8,7,0,PS5
2611,P00368,2026-03-26,0,Multiplayer,16,13,11,0,PS5
2612,P00368,2026-03-27,1,Warzone,14,8,3,1,PS5
2613,P00368,2026-03-27,1,Multiplayer,60,4,10,1,PS5
2614,P00368,2026-03-27,1,Multiplayer,31,4,8,0,PS5
2615,P00368,2026-03-28,2,Warzone,8,13,14,1,PS5
2616,P00368,2026-04-01,6,Warzone,27,15,9,0,PS5
2617,P00368,2026-04-01,6,Warzone,10,7,7,1,PS5
2618,P00368,2026-04-10,15,Campaign,44,12,8,0,PS5
2619,P00368,2026-04-21,26,Warzone,59,15,13,0,PS5
2620,P00368,2026-05-16,51,Multiplayer,28,2,8,1,PS5
2621,P00369,2026-03-11,1,Warzone,51,8,11,0,PC
2622,P00369,2026-03-12,2,Warzone,37,1,9,0,PC
2623,P00369,2026-03-17,7,Campaign,76,1,10,0,PC
2624,P00369,2026-04-01,22,Warzone,34,1,8,1,PC
2625,P00369,2026-04-09,30,Multiplayer,21,6,12,1,PC
2626,P00369,2026-04-14,35,Warzone,63,3,11,0,PC
2627,P00370,2026-02-08,0,Multiplayer,24,5,18,1,PS5
2628,P00370,2026-02-09,1,Multiplayer,37,0,20,0,PS5
2629,P00370,2026-02-10,2,Campaign,51,0,20,1,PS5
2630,P00370,2026-02-10,2,Warzone,83,8,17,1,PS5
2631,P00370,2026-02-10,2,Warzone,40,3,23,1,PS5
2632,P00370,2026-02-15,7,Warzone,27,1,19,0,PS5
2633,P00370,2026-02-19,11,Multiplayer,53,5,20,0,PS5
2634,P00370,2026-02-24,16,Multiplayer,30,7,24,0,PS5
2635,P00370,2026-02-24,16,Warzone,71,2,18,1,PS5
2636,P00370,2026-02-26,18,Warzone,46,7,20,1,PS5
2637,P00370,2026-03-14,34,Warzone,53,0,23,0,PS5
2638,P00370,2026-03-14,34,Multiplayer,19,1,16,0,PS5
2639,P00370,2026-03-22,42,Warzone,61,7,21,0,PS5
2640,P00371,2026-02-01,0,Multiplayer,71,7,8,1,PC
2641,P00371,2026-02-03,2,Multiplayer,62,11,11,1,PC
2642,P00371,2026-02-12,11,Warzone,47,13,11,0,PC
2643,P00371,2026-02-28,27,Warzone,49,11,10,0,PC
2644,P00371,2026-03-01,28,Multiplayer,22,13,12,0,PC
2645,P00371,2026-03-11,38,Warzone,47,11,9,0,PC
2646,P00371,2026-03-12,39,Campaign,53,6,10,0,PC
2647,P00372,2026-03-26,0,Warzone,110,5,18,0,PC
2648,P00372,2026-03-29,3,Warzone,49,8,15,0,PC
2649,P00372,2026-05-08,43,Warzone,30,7,16,0,PC
2650,P00372,2026-05-19,54,Warzone,53,4,14,0,PC
2651,P00373,2026-01-13,0,Multiplayer,79,11,13,1,Xbox
2652,P00373,2026-01-14,1,Multiplayer,77,0,12,1,Xbox
2653,P00373,2026-01-15,2,Warzone,51,4,10,0,Xbox
2654,P00373,2026-01-15,2,Warzone,35,2,14,0,Xbox
2655,P00373,2026-02-27,45,Multiplayer,88,2,11,0,Xbox
2656,P00374,2026-01-06,0,Multiplayer,47,0,11,1,PC
2657,P00374,2026-01-07,1,Warzone,48,4,14,1,PC
2658,P00374,2026-01-13,7,Warzone,69,13,8,0,PC
2659,P00374,2026-01-14,8,Warzone,38,6,9,0,PC
2660,P00374,2026-01-19,13,Campaign,58,13,12,1,PC
2661,P00374,2026-01-19,13,Warzone,15,10,16,1,PC
2662,P00374,2026-01-19,13,Warzone,34,0,9,0,PC
2663,P00374,2026-01-25,19,Warzone,63,7,9,0,PC
2664,P00374,2026-02-07,32,Multiplayer,37,0,11,0,PC
2665,P00374,2026-02-09,34,Warzone,40,8,10,1,PC
2666,P00374,2026-02-15,40,Warzone,72,1,10,1,PC
2667,P00374,2026-02-23,48,Multiplayer,29,9,10,0,PC
2668,P00375,2026-02-07,0,Multiplayer,19,2,9,1,Xbox
2669,P00375,2026-02-07,0,Warzone,21,4,8,0,Xbox
2670,P00375,2026-02-13,6,Multiplayer,38,3,5,1,Xbox
2671,P00375,2026-02-13,6,Warzone,39,5,6,0,Xbox
2672,P00375,2026-02-13,6,Warzone,16,2,6,1,Xbox
2673,P00375,2026-02-20,13,Multiplayer,59,12,9,0,Xbox
2674,P00375,2026-02-20,13,Multiplayer,63,4,5,0,Xbox
2675,P00375,2026-03-04,25,Multiplayer,47,20,8,0,Xbox
2676,P00375,2026-03-05,26,Warzone,43,6,7,1,Xbox
2677,P00375,2026-03-17,38,Warzone,21,5,10,0,Xbox
2678,P00375,2026-03-17,38,Warzone,29,16,8,1,Xbox
2679,P00375,2026-03-24,45,Warzone,70,6,10,0,Xbox
2680,P00375,2026-04-07,59,Multiplayer,66,5,2,1,Xbox
2681,P00376,2026-03-30,2,Warzone,58,5,10,1,PC
2682,P00377,2026-02-05,0,Warzone,67,20,2,0,Xbox
2683,P00377,2026-02-05,0,Multiplayer,56,12,4,0,Xbox
2684,P00377,2026-02-05,0,Warzone,42,13,5,1,Xbox
2685,P00377,2026-02-13,8,Warzone,68,14,6,0,Xbox
2686,P00377,2026-02-13,8,Warzone,82,18,3,1,Xbox
2687,P00377,2026-02-13,8,Multiplayer,13,24,6,0,Xbox
2688,P00377,2026-03-12,35,Multiplayer,64,17,4,0,Xbox
2689,P00377,2026-03-25,48,Warzone,5,11,4,0,Xbox
2690,P00378,2026-02-24,0,Multiplayer,21,13,12,0,PS5
2691,P00378,2026-02-24,0,Warzone,32,7,12,1,PS5
2692,P00378,2026-02-24,0,Warzone,5,2,7,0,PS5
2693,P00378,2026-02-25,1,Multiplayer,27,7,11,0,PS5
2694,P00378,2026-03-13,17,Multiplayer,44,0,14,1,PS5
2695,P00378,2026-03-26,30,Multiplayer,55,11,6,1,PS5
2696,P00378,2026-04-08,43,Multiplayer,36,0,7,1,PS5
2697,P00378,2026-04-24,59,Campaign,68,12,9,0,PS5
2698,P00379,2026-02-10,0,Warzone,27,0,11,0,PS5
2699,P00379,2026-02-10,0,Warzone,38,0,9,0,PS5
2700,P00379,2026-02-10,0,Warzone,46,7,7,0,PS5
2701,P00379,2026-02-12,2,Warzone,32,4,13,1,PS5
2702,P00379,2026-02-14,4,Warzone,110,8,8,0,PS5
2703,P00379,2026-02-14,4,Warzone,33,0,11,0,PS5
2704,P00379,2026-02-19,9,Multiplayer,29,8,10,0,PS5
2705,P00379,2026-02-19,9,Warzone,25,7,9,0,PS5
2706,P00379,2026-02-19,9,Campaign,28,15,10,1,PS5
2707,P00379,2026-02-22,12,Warzone,58,4,10,0,PS5
2708,P00379,2026-02-22,12,Campaign,12,3,14,1,PS5
2709,P00379,2026-02-22,12,Multiplayer,79,6,11,1,PS5
2710,P00379,2026-02-28,18,Warzone,57,10,12,0,PS5
2711,P00379,2026-03-04,22,Multiplayer,35,5,9,0,PS5
2712,P00379,2026-03-04,22,Warzone,77,3,8,0,PS5
2713,P00379,2026-03-04,22,Warzone,85,13,11,0,PS5
